YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_UNK_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_CC_BH_ADHD_OTHCD_V1_PCT,BENE_CC_BH_ALCOHOL_DRUG_V1_PCT,BENE_CC_BH_ALZ_NONALZDEM_V2_PCT,BENE_CC_BH_ANXIETY_V1_PCT,BENE_CC_BH_BIPOLAR_V1_PCT,BENE_CC_BH_DEPRESS_V1_PCT,BENE_CC_BH_MOOD_V2_PCT,BENE_CC_BH_PD_V1_PCT,BENE_CC_BH_PTSD_V1_PCT,BENE_CC_BH_SCHIZO_OTHPSY_V1_PCT,BENE_CC_BH_TOBACCO_V1_PCT,BENE_CC_PH_AFIB_V2_PCT,BENE_CC_PH_ARTHRITIS_V2_PCT,BENE_CC_PH_ASTHMA_V2_PCT,BENE_CC_PH_CANCER6_V2_PCT,BENE_CC_PH_CKD_V2_PCT,BENE_CC_PH_COPD_V2_PCT,BENE_CC_PH_DIABETES_V2_PCT,BENE_CC_PH_HF_NONIHD_V2_PCT,BENE_CC_PH_HYPERLIPIDEMIA_V2_PCT,BENE_CC_PH_HYPERTENSION_V2_PCT,BENE_CC_PH_ISCHEMICHEART_V2_PCT,BENE_CC_PH_OSTEOPOROSIS_V2_PCT,BENE_CC_PH_PARKINSON_V2_PCT,BENE_CC_PH_STROKE_TIA_V2_PCT,PRMRY_DX_INFCTN_PCT,PRMRY_DX_NEOBLD_PCT,PRMRY_DX_ENDONUTRMET_PCT,PRMRY_DX_MNTBEHNEUDIS_PCT,PRMRY_DX_NERVSYSTM_PCT,PRMRY_DX_ENTSYS_PCT,PRMRY_DX_CIRCSYSTM_PCT,PRMRY_DX_RSPSYSTM_PCT,PRMRY_DX_DIGSYSTM_PCT,PRMRY_DX_SKNMUSSYSTM_PCT,PRMRY_DX_GUSYSTM_PCT,PRMRY_DX_PRGPERICONG_PCT,PRMRY_DX_SXILLDEF_PCT,PRMRY_DX_INJPOIS_PCT,PRMRY_DX_HLTHSRV_PCT
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",IA,"STATE TOTAL",18616,24047,549266,364064385,296601858,248146345,281819814,28,30,81,39,61,97,1,0,1,0,1,0,2.14,1,9,39,43,11,51,54,3,2,6,12,40,64,11,19,48,31,41,45,79,91,42,25,8,24,4,3,3,2,7,0,15,10,2,9,6,0,2,20,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",ID,"STATE TOTAL",5326,6421,160177,111467041,90807688,76179319,86047473,31,13,79,44,56,93,1,0,3,2,1,1,2.23,2,20,37,40,9,51,54,3,4,5,17,40,65,15,17,45,31,44,43,73,90,39,26,6,24,4,2,3,1,8,*,13,9,2,9,5,*,1,21,21
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",IL,"STATE TOTAL",66027,92672,2466659,1878135229,1522252834,1260708209,1301085331,39,7,80,40,60,82,11,2,4,0,1,1,2.62,2,11,46,48,12,52,56,4,2,14,16,42,73,13,21,51,38,49,51,84,95,51,24,8,31,3,3,2,1,11,0,16,9,2,13,6,0,2,17,17
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",IN,"STATE TOTAL",39058,52752,1475870,874206707,881814662,724754833,777695069,39,9,79,39,61,92,6,0,1,0,1,0,2.44,2,13,45,53,13,59,62,4,2,13,17,40,70,13,20,52,42,47,49,82,95,50,25,8,29,3,3,2,2,10,0,15,11,2,9,7,0,2,17,19
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",KS,"STATE TOTAL",17249,22805,582804,334871325,318477459,260481028,299382888,32,16,80,39,61,91,5,0,2,1,1,0,2.35,2,11,43,49,11,59,61,3,3,12,16,42,67,12,19,48,36,45,47,80,93,48,25,8,28,5,3,3,2,8,0,15,11,2,8,7,0,2,18,20
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",KY,"STATE TOTAL",21702,29830,819276,539381685,454983668,366649592,424838631,41,20,80,38,62,93,6,0,0,*,0,*,2.39,2,12,51,60,16,61,64,4,2,14,19,43,71,12,18,51,44,48,50,83,95,51,23,7,29,4,3,3,3,10,0,17,13,2,6,7,0,3,16,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",LA,"STATE TOTAL",18541,26496,890170,508827818,448987159,338740731,430504704,63,15,78,39,61,71,27,0,1,0,0,0,2.59,3,13,54,53,15,63,66,3,2,22,21,38,67,9,15,48,38,55,48,82,97,50,19,8,34,2,2,3,1,11,0,20,8,2,13,6,0,5,11,19
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MA,"STATE TOTAL",46519,65095,1433241,1127855042,946275287,817462841,766850864,38,0,80,40,60,90,4,1,3,0,1,1,2.37,2,16,46,55,13,55,60,5,4,13,14,41,66,16,22,49,34,41,46,82,93,49,27,7,29,3,3,2,2,11,0,14,9,2,11,6,0,4,18,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MD,"STATE TOTAL",39269,52737,1429606,987571912,868898725,719467808,757813063,33,2,78,41,59,65,29,2,2,0,1,1,2.53,2,14,47,45,12,54,62,3,2,10,16,39,69,15,21,50,34,52,44,85,96,49,20,7,37,3,3,3,2,9,0,18,9,2,14,7,0,2,15,15
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",ME,"STATE TOTAL",4915,6105,150543,101640058,84733821,71217585,77452772,48,31,81,38,62,97,0,0,0,0,1,0,2.17,2,13,46,51,8,55,59,4,4,8,13,42,68,12,20,48,38,41,45,79,90,46,26,8,26,4,3,2,2,9,*,15,9,2,8,6,*,1,22,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MI,"STATE TOTAL",37139,50484,1117199,813123941,638065858,540969529,595124722,39,9,79,39,61,83,13,1,1,0,1,1,2.67,2,16,46,51,13,55,61,5,2,13,19,42,74,15,20,53,42,50,53,83,95,55,23,7,31,4,3,3,2,9,0,16,10,3,10,8,0,2,18,17
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MN,"STATE TOTAL",19696,24852,596040,454801325,352446770,298734349,295731611,23,12,80,41,59,94,2,1,1,1,1,1,2.37,1,14,35,41,8,47,51,5,3,7,14,42,64,13,21,52,28,39,44,78,90,43,29,7,25,4,3,3,2,8,0,16,8,2,10,5,0,1,23,15
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MO,"STATE TOTAL",28695,39034,995739,638005662,542936680,441948720,501228696,37,17,79,39,61,89,9,0,1,0,1,0,2.49,3,12,47,52,15,56,60,4,3,13,19,40,69,12,19,51,40,48,48,81,94,48,23,8,29,3,3,3,3,8,0,15,12,2,8,8,0,3,17,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MS,"STATE TOTAL",15844,20925,642502,445906338,309675625,234328228,295261536,50,23,77,40,60,73,26,0,1,0,0,0,2.58,2,14,47,50,15,57,59,3,1,14,21,38,72,11,17,47,37,51,50,81,96,49,21,6,35,2,2,3,3,8,*,18,11,2,7,9,0,3,14,20
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",MT,"STATE TOTAL",3303,4354,114337,78185772,64637589,53161822,57452001,36,29,79,42,58,92,*,*,1,6,1,0,2.19,2,16,37,40,8,51,55,4,4,7,18,37,63,12,20,40,37,42,40,71,87,39,29,7,24,3,3,3,3,9,*,17,11,2,8,5,*,1,19,17
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NC,"STATE TOTAL",38590,50297,1329398,810966460,743097024,609967327,683455284,33,8,79,40,60,80,16,1,1,0,1,0,2.48,1,14,48,52,11,55,59,3,3,10,18,40,69,13,20,51,37,49,47,83,95,47,25,7,32,3,3,3,1,10,0,18,10,2,12,6,0,2,19,15
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",ND,"STATE TOTAL",3818,4705,121594,81615829,63925235,51913172,60340984,32,28,82,40,60,95,*,*,1,3,0,1,2.32,1,9,42,46,13,52,54,5,2,9,13,39,66,11,21,52,32,41,50,82,92,47,32,7,25,3,4,4,3,8,*,17,11,2,9,5,*,1,19,17
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NE,"STATE TOTAL",10817,13757,383312,245811023,214924203,175225791,187337527,26,22,81,38,62,94,2,0,2,0,1,0,2.24,1,10,39,41,9,50,53,3,2,6,12,43,71,11,20,51,33,41,47,79,93,45,28,8,28,5,3,3,2,6,0,15,12,2,7,8,*,2,21,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NH,"STATE TOTAL",6491,8501,221152,142452557,135057015,113010192,113992831,37,4,81,38,62,97,1,*,1,*,1,0,2.15,1,12,50,52,11,55,60,4,3,11,13,41,68,14,18,45,35,40,45,80,91,46,27,7,29,4,3,2,2,9,*,16,10,3,8,6,*,2,18,22
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NJ,"STATE TOTAL",57652,81945,2108541,1544091080,1496152290,1272663129,1168347913,32,0,80,40,60,77,12,3,6,0,1,1,2.67,2,11,46,48,15,52,64,4,2,13,14,42,66,15,21,47,36,53,49,86,96,58,21,8,35,4,4,2,1,12,0,16,8,2,14,6,0,3,15,16
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NM,"STATE TOTAL",6136,7924,178093,111063104,102448810,87266525,95782614,43,6,78,45,55,61,2,0,23,12,0,1,2.3,3,18,43,40,10,50,53,5,5,10,18,32,61,13,15,42,32,49,40,71,90,40,25,5,26,5,2,2,1,10,*,12,11,3,11,5,*,1,19,21
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NV,"STATE TOTAL",8803,11914,306679,240003182,208600331,177684841,165381623,36,3,77,48,52,76,10,4,8,1,1,1,2.63,3,24,43,50,16,53,57,4,4,15,25,39,62,14,17,49,43,51,46,81,94,48,18,7,33,3,2,3,3,13,*,16,12,2,11,6,0,1,16,15
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",NY,"STATE TOTAL",106026,145248,4790507,3740411596,3666948849,3070917678,2580116713,55,2,80,41,59,71,15,3,9,0,1,1,2.69,2,11,51,41,13,50,58,3,2,15,12,38,66,16,20,44,36,55,46,83,94,55,21,8,35,3,3,3,2,12,0,17,8,2,15,4,0,4,15,15
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",OH,"STATE TOTAL",58161,79866,1976907,1276401195,1134144916,937309847,1058866298,31,5,79,41,59,89,8,0,1,0,1,0,2.5,2,12,42,52,11,56,60,4,2,13,17,41,72,13,20,51,39,48,50,83,94,51,24,7,30,4,3,3,2,9,0,16,11,2,9,7,0,1,16,19
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",OK,"STATE TOTAL",18228,24194,644381,402234523,348839237,282068129,331689077,41,18,78,38,62,83,6,1,2,8,0,0,2.55,2,17,47,51,23,59,61,3,2,12,23,41,67,14,17,51,43,51,52,81,96,53,22,7,31,4,2,3,1,8,0,15,13,2,7,9,*,2,16,20
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",OR,"STATE TOTAL",7618,9212,234650,196985589,155871803,134631533,121118305,32,4,79,44,56,93,1,1,2,1,1,1,2.34,1,21,37,39,7,48,52,3,5,5,17,42,65,15,20,47,33,43,48,76,91,40,27,6,26,4,2,2,0,7,0,17,8,2,10,6,*,1,26,16
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",PA,"STATE TOTAL",57600,78919,1710893,1217516322,1006407064,858499911,907775608,33,3,80,40,60,88,9,1,2,*,1,*,2.5,2,12,46,50,12,54,60,3,2,11,14,42,70,13,21,52,34,46,48,84,94,53,25,8,32,4,3,3,2,10,0,16,9,2,12,6,0,3,17,15
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",PR,"STATE TOTAL",107,108,1471,1111014,517697,476402,878354,+,0,75,34,66,*,*,0,96,0,0,*,1.55,0,*,18,12,*,17,21,0,0,*,*,11,62,14,13,31,16,50,18,66,*,21,16,*,13,0,0,0,0,*,0,*,0,0,23,0,0,13,14,43
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",RI,"STATE TOTAL",5436,7322,160021,105761007,98534882,84601089,84347459,26,*,81,42,58,91,3,*,3,*,1,1,2.23,2,13,41,55,11,52,57,6,3,11,12,41,71,16,22,47,34,42,47,84,93,51,22,8,31,2,3,3,2,10,0,16,8,3,13,6,*,5,19,13
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",SC,"STATE TOTAL",20162,27170,703921,397112099,386946355,315140819,360489216,31,6,79,40,60,79,19,0,1,0,1,0,2.44,2,12,53,52,11,55,58,3,2,10,14,40,66,11,19,50,34,49,47,83,95,45,23,8,33,4,3,4,2,10,0,18,11,2,8,7,0,1,17,16
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",SD,"STATE TOTAL",4748,5970,171691,146289536,89042909,70765940,84037642,31,25,82,39,61,94,*,*,1,4,0,0,2.18,1,8,42,42,7,52,55,4,1,7,13,39,64,10,19,48,33,42,46,78,91,45,30,7,23,3,3,4,2,6,0,16,9,2,9,6,0,1,21,21
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",TN,"STATE TOTAL",29316,38406,1096946,649696481,575066457,457075428,567059344,33,13,79,37,63,88,10,0,1,0,1,0,2.43,3,14,50,57,13,58,63,5,2,15,19,41,71,11,18,51,39,48,48,80,95,49,22,8,31,3,3,3,2,11,0,18,11,2,8,6,0,2,18,17
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",TX,"STATE TOTAL",87784,123829,3363250,2092252493,1959420468,1597365363,1761608645,43,11,79,41,59,72,11,1,15,0,0,0,2.65,3,13,58,53,17,59,64,4,2,15,17,39,64,13,17,50,37,53,50,82,95,51,24,9,36,4,2,3,1,11,0,15,11,2,9,8,0,3,14,20
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",UT,"STATE TOTAL",8621,10656,259253,187608645,159358045,136217335,143230184,24,8,78,42,58,92,1,1,4,1,1,0,2.35,2,17,35,45,9,53,56,3,4,7,12,35,64,17,16,47,24,46,41,72,88,39,28,6,22,4,2,2,1,10,*,11,8,2,11,5,0,1,22,22
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",VA,"STATE TOTAL",38999,51168,1277607,856433602,739868949,617795807,676319137,26,15,80,41,59,80,16,1,1,0,1,1,2.39,1,12,48,49,11,54,58,3,2,10,14,42,67,14,21,51,34,49,48,84,95,48,23,7,32,4,3,3,1,10,0,17,10,2,10,6,0,1,17,16
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",VT,"STATE TOTAL",3691,4991,125939,78254886,76723194,64382173,65940433,49,26,81,39,61,97,0,0,1,0,1,1,2.01,2,12,45,48,8,57,62,5,5,9,13,39,65,13,19,40,33,40,41,73,88,43,24,8,25,3,2,3,1,10,*,15,9,2,11,4,*,2,18,22
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",WA,"STATE TOTAL",21127,26209,697522,480523675,466166288,399769781,368301310,29,4,80,42,58,90,3,2,3,1,1,1,2.35,1,18,40,41,7,50,53,2,3,6,14,43,65,15,20,49,32,43,48,79,92,44,28,7,29,4,3,2,1,7,0,16,9,2,10,6,*,1,23,18
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",WI,"STATE TOTAL",20859,26944,681914,444955909,398333778,333113027,348639881,33,15,80,40,60,93,3,1,1,1,1,0,2.4,2,12,38,43,8,48,51,3,2,6,13,41,68,14,20,53,30,42,48,81,92,45,28,7,24,4,3,3,1,9,0,17,8,2,12,6,0,1,21,14
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",WV,"STATE TOTAL",8256,11131,277066,186744675,145299317,117348860,143665122,49,19,79,38,62,96,3,0,0,*,0,*,2.46,2,11,51,55,14,59,62,3,2,12,23,43,71,12,19,51,47,52,51,84,95,58,21,8,29,3,3,3,4,9,*,18,12,2,8,6,*,3,15,17
2022,FY,STATE,SNF,"STATE TOTAL","STATE TOTAL","STATE TOTAL",WY,"STATE TOTAL",2496,3144,96364,68595163,56491632,45846671,48525864,40,21,80,39,61,91,1,*,4,2,1,*,2.07,2,10,45,38,8,53,56,3,3,6,18,36,56,9,16,37,39,40,40,65,87,39,23,6,22,3,2,3,3,8,0,14,11,2,10,5,*,2,18,23
2022,FY,PROVIDER,SNF,020006,"Mat-Su Regional Medical Center",Palmer,AK,99645,48,51,812,6756496,566562,528205,451391,40,*,72,52,48,88,0,0,*,*,*,*,2.26,*,38,25,38,*,46,52,*,*,*,38,46,52,*,25,48,52,52,58,69,*,46,*,0,23,0,*,*,*,*,0,*,*,*,*,*,0,*,22,*
2022,FY,PROVIDER,SNF,020024,"Central Peninsula General Hospital",Soldotna,AK,99669,64,72,1109,3354415,892703,830714,693769,28,*,78,44,56,94,0,0,0,*,*,0,2.28,0,22,36,25,*,31,33,0,*,*,22,48,56,*,38,36,38,38,44,64,*,50,*,*,28,*,*,*,*,*,0,*,*,*,*,*,0,*,19,*
2022,FY,PROVIDER,SNF,025010,"Ketchikan Med Ctr New Horizons Transitional Care",Ketchikan,AK,99901,16,18,653,1405302,462648,382533,303429,*,*,78,*,*,*,0,0,0,*,*,0,2.57,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0,*,*,*,0,*,*,0,*,0,0,0,*,*
2022,FY,PROVIDER,SNF,025018,"Providence Transitional Care Center",Anchorage,AK,99504,117,131,4847,11806930,3353352,2760031,2362250,36,*,75,39,61,79,*,*,*,*,0,*,2.95,*,24,27,39,13,50,55,*,*,*,21,42,74,21,20,52,31,48,47,72,*,48,34,0,34,0,*,*,*,*,0,18,*,*,12,*,0,*,34,22
2022,FY,PROVIDER,SNF,025020,"Denali Center",Fairbanks,AK,99701,86,89,2589,2820079,1488137,1246831,1302142,43,21,75,55,45,73,*,0,*,17,*,*,1.87,0,23,23,19,*,23,29,0,*,*,28,33,41,*,17,34,30,47,34,73,87,41,28,0,37,*,*,*,*,*,0,27,0,*,13,*,0,*,26,16
2022,FY,PROVIDER,SNF,025021,"Heritage Place",Soldotna,AK,99669,24,27,630,961686,459622,401176,329117,*,*,78,*,*,96,*,0,0,0,*,0,1.89,0,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*,54,*,*,*,*,*,0,*,*,0,0,0,*,*,0,*,0,0,0,*,*
2022,FY,PROVIDER,SNF,025025,"Prestige Care & Rehab Center Of Anchorage",Anchorage,AK,99504,187,215,5709,5484827,3990439,3425890,2948389,58,10,75,36,64,68,*,7,*,12,*,*,2.83,*,23,39,41,11,51,53,*,*,7,21,45,68,20,17,49,39,52,47,78,*,45,27,6,32,*,*,*,*,*,0,18,*,*,15,6,0,0,27,21
